01 Jan 2025 00:00:00.000;30676.5;5969.746400846408;-3402.118936044043;5.673929494958038;-0.7310334692644224;-1.270148149178556;7.559020988187332;-3038.085987782626;4041.243567284918;3888.46431058957
01 Jan 2025 00:00:05.000;30676.50005787037;5965.997528813637;-3408.416187426581;43.46875341410819;-0.7685089251864002;-1.248741436849516;7.558869651890194;-3038.08598782223;4041.243567358072;3888.464310482601
01 Jan 2025 00:00:15.000;30676.50017361111;5957.938144065029;-3420.688770958714;119.0532164631598;-0.8433410938816563;-1.205732015477971;7.557867447878905;-3038.085987901281;4041.243567504464;3888.464310268694
01 Jan 2025 00:00:25.000;30676.50028935185;5949.131261556328;-3432.529972087827;194.6229943415622;-0.9180068833515524;-1.162465918039886;7.555932647818867;-3038.085987980124;4041.243567650968;3888.464310054831
01 Jan 2025 00:00:35.000;30676.50040509259;5939.578593154371;-3443.937252407622;270.1687621971521;-0.9924966521471228;-1.118948768604558;7.553065493770947;-3038.08598805876;4041.243567797586;3888.464309841017
01 Jan 2025 00:00:45.000;30676.50052083334;5929.281947228229;-3454.90812957156;345.6811982094852;-1.066800788610937;-1.075186236493797;7.549266349953972;-3038.085988137188;4041.243567944312;3888.464309627248
01 Jan 2025 00:00:55.000;30676.50063657407;5918.243228107078;-3465.44017814784;421.1509848091302;-1.140909712837259;-1.031184035066095;7.54453570226294;-3038.085988215407;4041.243568091151;3888.464309413525
01 Jan 2025 00:01:05.000;30676.50075231482;5906.464435515865;-3475.531030461043;496.5688098919875;-1.214813878323816;-0.9869479208007356;7.538874157811307;-3038.085987782625;4041.243567284918;3888.464310589571
01 Jan 2025 00:01:15.000;30676.50086805555;5893.947664789636;-3485.17837607238;571.9253680302736;-1.288503773266683;-0.9424836928292101;7.532282444745908;-3038.085987861122;4041.243567431608;3888.464310375786
01 Jan 2025 00:01:25.000;30676.5009837963;5880.695105881641;-3494.379963285792;647.2113616832361;-1.361969922320187;-0.8977971920252987;7.524761412363285;-3038.085987939412;4041.243567578411;3888.464310162047
01 Jan 2025 00:01:35.000;30676.50109953704;5866.709043630218;-3503.133598477824;722.4175024098008;-1.435202888274179;-0.8528943003028153;7.516312031331888;-3038.085988017493;4041.243567725324;3888.464309948357
01 Jan 2025 00:01:45.000;30676.50121527778;5851.991856724007;-3511.437147584124;797.5345120826702;-1.508193274353372;-0.8077809391335253;7.506935393708575;-3038.085988095363;4041.24356787235;3888.464309734714
01 Jan 2025 00:01:55.000;30676.50133101852;5836.546017930218;-3519.288535409704;872.5531241004174;-1.580931726282633;-0.7624630683487038;7.496632712489325;-3038.085988173027;4041.243568019485;3888.464309521118
01 Jan 2025 00:02:05.000;30676.50144675926;5820.374093015292;-3526.685747078033;947.4640845923493;-1.653408934494275;-0.716946684396559;7.485405320619504;-3038.085988250481;4041.243568166733;3888.464309307571
01 Jan 2025 00:02:15.000;30676.5015625;5803.478740852629;-3533.626827454766;1022.258153611299;-1.725615635659957;-0.6712378193099466;7.473254669610385;-3038.085987782626;4041.243567284918;3888.464310589571
01 Jan 2025 00:02:25.000;30676.50167824074;5785.862712712793;-3540.109881900364;1096.926106311807;-1.797542613938441;-0.6253425396618673;7.460182328051467;-3038.085987860412;4041.243567431986;3888.464310375946
01 Jan 2025 00:02:35.000;30676.50179398148;5767.528851540846;-3546.133077008144;1171.458734114139;-1.869180701827883;-0.5792669458194156;7.446189980308797;-3038.085987937992;4041.243567579167;3888.464310162371
01 Jan 2025 00:02:45.000;30676.50190972222;5748.480092037196;-3551.694640013936;1245.84684585697;-1.940520780698255;-0.5330171718227307;7.431279425568511;-3038.08598801536;4041.24356772646;3888.464309948844
