
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
       46.000000000              2904.000000000
       51.000000000              2904.000000000
       50.000000000              2904.000000000
       37.000000000              2904.000000000
       23.000000000              2904.000000000
       31.000000000              2904.000000000
       46.000000000              2904.000000000
       53.000000000              2904.000000000
       50.000000000              2904.000000000
       51.000000000              2904.000000000
       48.000000000              2904.000000000
       42.000000000              2904.000000000
       27.000000000              2904.000000000
       24.000000000              2904.000000000
       41.000000000              2904.000000000
       51.000000000              2904.000000000
       53.000000000              2904.000000000
