
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
       91.000000000              2904.000000000
       96.000000000              2904.000000000
       92.000000000              2904.000000000
       96.000000000              2904.000000000
       97.000000000              2904.000000000
       95.000000000              2904.000000000
       99.000000000              2904.000000000
       98.000000000              2904.000000000
       95.000000000              2904.000000000
       89.000000000              2904.000000000
       94.000000000              2904.000000000
       94.000000000              2904.000000000
       93.000000000              2904.000000000
       99.000000000              2904.000000000
      100.000000000              2904.000000000
       95.000000000              2904.000000000
       90.000000000              2904.000000000
       90.000000000              2904.000000000
       95.000000000              2904.000000000
       93.000000000              2904.000000000
       95.000000000              2904.000000000
       97.000000000              2904.000000000
       96.000000000              2904.000000000
       94.000000000              2904.000000000
       95.000000000              2904.000000000
       92.000000000              2904.000000000
       46.000000000              2904.000000000
       43.000000000              2904.000000000
       70.000000000              2904.000000000
      137.000000000              2904.000000000
      137.000000000              2904.000000000
      128.000000000              2904.000000000
       91.000000000              2904.000000000
       90.000000000              2904.000000000
       94.000000000              2904.000000000
       94.000000000              2904.000000000
       95.000000000              2904.000000000
       95.000000000              2904.000000000
       95.000000000              2904.000000000
       95.000000000              2904.000000000
       93.000000000              2904.000000000
       94.000000000              2904.000000000
       91.000000000              2904.000000000
       93.000000000              2904.000000000
       94.000000000              2904.000000000
      101.000000000              2904.000000000
      100.000000000              2904.000000000
       92.000000000              2904.000000000
       96.000000000              2904.000000000
       92.000000000              2904.000000000
       92.000000000              2904.000000000
       96.000000000              2904.000000000
       94.000000000              2904.000000000
      102.000000000              2904.000000000
       96.000000000              2904.000000000
       94.000000000              2904.000000000
       81.000000000              2904.000000000
      125.000000000              2904.000000000
       99.000000000              2904.000000000
       95.000000000              2904.000000000
       97.000000000              2904.000000000
       99.000000000              2904.000000000
       94.000000000              2904.000000000
      100.000000000              2904.000000000
       89.000000000              2904.000000000
       97.000000000              2904.000000000
       92.000000000              2904.000000000
       93.000000000              2904.000000000
      100.000000000              2904.000000000
       94.000000000              2904.000000000
      101.000000000              2904.000000000
       92.000000000              2904.000000000
       91.000000000              2904.000000000
       98.000000000              2904.000000000
       89.000000000              2904.000000000
       99.000000000              2904.000000000
       95.000000000              2904.000000000
       97.000000000              2904.000000000
       95.000000000              2904.000000000
       92.000000000              2904.000000000
       96.000000000              2904.000000000
       92.000000000              2904.000000000
       94.000000000              2904.000000000
       73.000000000              2904.000000000
       79.000000000              2904.000000000
       92.000000000              2904.000000000
      123.000000000              2904.000000000
       98.000000000              2904.000000000
      104.000000000              2904.000000000
       92.000000000              2904.000000000
       96.000000000              2904.000000000
       93.000000000              2904.000000000
      100.000000000              2904.000000000
       97.000000000              2904.000000000
       93.000000000              2904.000000000
       93.000000000              2904.000000000
       92.000000000              2904.000000000
       97.000000000              2904.000000000
       94.000000000              2904.000000000
       98.000000000              2904.000000000
       97.000000000              2904.000000000
       98.000000000              2904.000000000
       93.000000000              2904.000000000
       96.000000000              2904.000000000
