
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
       75.000000000              2904.000000000
       72.000000000              2904.000000000
       75.000000000              2904.000000000
       74.000000000              2904.000000000
       76.000000000              2904.000000000
       76.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       75.000000000              2904.000000000
       71.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       74.000000000              2904.000000000
       76.000000000              2904.000000000
       75.000000000              2904.000000000
       77.000000000              2904.000000000
       76.000000000              2904.000000000
       77.000000000              2904.000000000
       73.000000000              2904.000000000
       76.000000000              2904.000000000
       74.000000000              2904.000000000
       73.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       74.000000000              2904.000000000
       76.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       71.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       74.000000000              2904.000000000
       77.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       75.000000000              2904.000000000
       75.000000000              2904.000000000
       74.000000000              2904.000000000
       74.000000000              2904.000000000
       74.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       73.000000000              2904.000000000
       76.000000000              2904.000000000
       74.000000000              2904.000000000
       75.000000000              2904.000000000
       74.000000000              2904.000000000
       73.000000000              2904.000000000
       77.000000000              2904.000000000
       74.000000000              2904.000000000
       74.000000000              2904.000000000
