
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
        0.000000000              1969.000000000
