
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
       81.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       81.000000000              2904.000000000
       83.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       81.000000000              2904.000000000
       80.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       83.000000000              2904.000000000
       83.000000000              2904.000000000
       81.000000000              2904.000000000
       81.000000000              2904.000000000
       82.000000000              2904.000000000
       82.000000000              2904.000000000
       81.000000000              2904.000000000
