
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
       46.000000000              2904.000000000
       49.000000000              2904.000000000
       48.000000000              2904.000000000
       38.000000000              2904.000000000
       35.000000000              2904.000000000
       34.000000000              2904.000000000
       23.000000000              2904.000000000
       26.000000000              2904.000000000
       30.000000000              2904.000000000
       21.000000000              2904.000000000
       27.000000000              2904.000000000
       31.000000000              2904.000000000
       28.000000000              2904.000000000
       30.000000000              2904.000000000
       40.000000000              2904.000000000
       40.000000000              2904.000000000
       46.000000000              2904.000000000
       50.000000000              2904.000000000
       48.000000000              2904.000000000
       46.000000000              2904.000000000
       40.000000000              2904.000000000
       39.000000000              2904.000000000
       37.000000000              2904.000000000
       26.000000000              2904.000000000
       29.000000000              2904.000000000
       31.000000000              2904.000000000
       22.000000000              2904.000000000
       11.000000000              2904.000000000
       22.000000000              2904.000000000
       46.000000000              2904.000000000
       27.000000000              2904.000000000
       38.000000000              2904.000000000
       39.000000000              2904.000000000
       43.000000000              2904.000000000
       46.000000000              2904.000000000
       48.000000000              2904.000000000
       49.000000000              2904.000000000
       43.000000000              2904.000000000
       40.000000000              2904.000000000
       38.000000000              2904.000000000
       30.000000000              2904.000000000
       28.000000000              2904.000000000
       29.000000000              2904.000000000
       22.000000000              2904.000000000
       24.000000000              2904.000000000
       32.000000000              2904.000000000
       24.000000000              2904.000000000
       30.000000000              2904.000000000
       36.000000000              2904.000000000
       34.000000000              2904.000000000
       40.000000000              2904.000000000
       46.000000000              2904.000000000
       48.000000000              2904.000000000
       46.000000000              2904.000000000
       46.000000000              2904.000000000
       48.000000000              2904.000000000
       40.000000000              2904.000000000
       30.000000000              2904.000000000
       29.000000000              2904.000000000
       31.000000000              2904.000000000
       23.000000000              2904.000000000
       26.000000000              2904.000000000
       30.000000000              2904.000000000
       24.000000000              2904.000000000
       26.000000000              2904.000000000
       33.000000000              2904.000000000
       34.000000000              2904.000000000
       38.000000000              2904.000000000
       45.000000000              2904.000000000
       46.000000000              2904.000000000
       49.000000000              2904.000000000
       47.000000000              2904.000000000
       46.000000000              2904.000000000
       44.000000000              2904.000000000
       35.000000000              2904.000000000
       35.000000000              2904.000000000
       32.000000000              2904.000000000
       25.000000000              2904.000000000
       28.000000000              2904.000000000
       30.000000000              2904.000000000
       23.000000000              2904.000000000
       26.000000000              2904.000000000
       32.000000000              2904.000000000
       30.000000000              2904.000000000
        0.000000000              2904.000000000
       45.000000000              2904.000000000
       92.000000000              2904.000000000
       46.000000000              2904.000000000
       49.000000000              2904.000000000
       48.000000000              2904.000000000
       46.000000000              2904.000000000
       34.000000000              2904.000000000
       37.000000000              2904.000000000
       32.000000000              2904.000000000
       23.000000000              2904.000000000
       27.000000000              2904.000000000
       29.000000000              2904.000000000
       22.000000000              2904.000000000
       27.000000000              2904.000000000
       32.000000000              2904.000000000
       30.000000000              2904.000000000
       32.000000000              2904.000000000
       40.000000000              2904.000000000
       43.000000000              2904.000000000
       48.000000000              2904.000000000
       48.000000000              2904.000000000
