
   PointCoverage.Sum   coveragePointGroup.NumberOfPoints
          None                        None
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
      217.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
      438.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     1977.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1705.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
       66.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
      433.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     1025.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1120.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
      458.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     1329.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     1347.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
      811.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1860.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1380.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
      558.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1666.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
       92.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
      330.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
        0.000000000              2002.000000000
     2002.000000000              2002.000000000
     1681.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
     2002.000000000              2002.000000000
